Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
Fourth Sunday of Advent [1] Violet,20/12/2009,,,,TRUE,"Eucharist (Fourth Sunday of Advent)
Micah 5: 2-5a
Canticle: Luke 1:47-55 or Psalm 80: 1-7
Hebrews 10:5-10
Luke 1:39-45, (46-55)

Daily Prayer (Anticipation) for 20 December
Isaiah 7:10-14
Psalm 24
Luke 1:26-38",3
"Thomas, Apostle [4] Red (if not kept on 3 July)",21/12/2009,,,,TRUE,,3
Tuesday after Fourth Sunday of Advent,22/12/2009,,,,TRUE,,3
Wednesday after Fourth Sunday of Advent,23/12/2009,,,,TRUE,,3
Christmas Eve [2],24/12/2009,,,,TRUE,"Eucharist (Christmas Eve)
2 Samuel 7:1-16
Psalm 89:1-4, (19-29)
Luke 1:67-79

Morning Prayer (Anticipation)
Baruch 4:36 - 5: 9
Galatians 3:23 - 4:7
Matthew 1:18-25

Evening Prayer (Anticipation)
Isaiah 59:15b-21
Philippians 2:5-11",3
CHRISTMAS DAY [1] White,25/12/2009,,,,TRUE,"CHRISTMAS DAY [1] Any of these propers may be used at midnight or during the day. Those listed under C should be used at least once during the Christmas season.

A
Isaiah 9:2-7
Psalm 96
Titus 2:11-14
Luke 2:1-14, (15-20)

B
Isaiah 62:6-12
Psalm 97
Titus 3:4-7
Luke 2:(1-7), 8-20

C
Isaiah 52:7-10
Psalm 98
Hebrews 1:1-4, (5-12)

Daily Prayer (Incarnation)
Micah 4:1-5; 5:2-4",3
"Stephen, Deacon and Martyr [4] Red",26/12/2009,,,,TRUE,,3
First Sunday after Christmas [2] White,27/12/2009,,,,TRUE,"Eucharist (First Sunday after Christmas)
1 Samuel 2:18-20, 26
Psalm 148
Colossians 3:12-17
Luke 2:41-52

Daily Prayer (Incarnation)
Isaiah 35:1-10
Galatians 3:27 - 4:7
Luke 2:15-21

Alternative Psalms
Morning: Psalm 132
Evening: Psalm 105:1-9",3
The Holy Innocents [4] White,28/12/2009,,,,TRUE,,3
"John, Apostle and Evangelist [4] White (translated from 27 December)",29/12/2009,,,,TRUE,,3
"Josephine Butler, 1905 [6] White",30/12/2009,,,,TRUE,,3
"John Wycliffe, Priest, 1384 [6] White",31/12/2009,,,,TRUE,,3
THE NAMING OF JESUS [2] White,01/01/2010,,,,TRUE,"Eucharist (The Naming of Jesus)
Numbers 6:22-27
Psalm 8
Galatians 4:4-7 or Philippians 2:5-11
Luke 2:15-21

Daily Prayer (Incarnation or Festivals)
Isaiah 62:1-5, 10-12
Revelation 19:11-16
Matthew 1:18-25",3
"Seraphim of Sarov, 1833 [6] White",02/01/2010,,,,TRUE,,3
Second Sunday after Christmas [3] White,03/01/2010,,,,TRUE,"Eucharist (Second Sunday after Christmas)
Jeremiah 31:7-14 or Sirach 24:1-12
Psalm 147:12-20 or Wisdom of Solomon 10:15-21
Ephesians 1:3-14
John 1:(1-9), 10-18

Daily Prayer (Incarnation)
Isaiah 46:3-13
Colossians 1:1-14
Luke 2:41-52

Alternative Psalms
Morning: Psalm 135:1-14
Evening: Psalm 87",3
Monday after Second Sunday after Christmas,04/01/2010,,,,TRUE,,3
Tuesday after Second Sunday after Christmas,05/01/2010,,,,TRUE,,3
THE EPIPHANY [1] White,06/01/2010,,,,TRUE,"Eucharist (The Epiphany)
Isaiah 60:1-6
Ephesians 3:1-12
Matthew 2:1-12

Daily Prayer (Incarnation)
Isaiah 49:1-7
Revelation 21:22-27
Matthew 121:14-21",3
Thursday after Second Sunday after Christmas,07/01/2010,,,,TRUE,,3
Friday after Second Sunday after Christmas,08/01/2010,,,,TRUE,,3
Saturday after Second Sunday after Christmas,09/01/2010,,,,TRUE,,3
First Sunday after Epiphany: The Baptism of the Lord [2] White,10/01/2010,,,,TRUE,"Eucharist (First Sunday after Epiphany: The Baptism of the Lord)
Isaiah 43:1-7
Psalm 29
Acts 8:14-17

Daily Prayer (Festivals)
Isaiah 42:1-9
Ephesians 2:1-10
Luke 3:15-22

Alternative Psalms
Morning: Psalm 46
Evening: 89:20-29",3
"David, King of Scots, 1153 [6] Red",11/01/2010,,,,TRUE,,3
"William Laud, Bishop, 1645 [6] Red (translated from 10 January)",12/01/2010,,,,TRUE,,3
"Kentigern (or Mungo), Bishop c.603 [4] White",13/01/2010,,,,TRUE,,3
"Hilary of Poitiers, Bishop and Teacher of the Faith, c.367 [6] White",14/01/2010,,,,TRUE,,3
Friday after First Sunday after Epiphany,15/01/2010,,,,TRUE,,3
Saturday after First Sunday after Epiphany,16/01/2010,,,,TRUE,,3
Second Sunday after Epiphany [3] Green,17/01/2010,,,,TRUE,"Eucharist (Second Sunday after Epiphany)
Isaiah 62:1-5
Psalm 36:5-10
1 Corinthians 12:1-11
John 2:1-11

Daily Prayer (Week B)
Isaiah 60:9-22
Galatians 1:11-24
John 1:43-51

Alternative Psalms
Morning: 96
Evening: 145:1-12",3
The Confession of Peter [6] White,18/01/2010,,,,TRUE,,3
"Antony of Egypt, Abbot, 356 [6] White (translated from 17 January)",19/01/2010,,,,TRUE,,3
Wednesday after Second Sunday after Epiphany,20/01/2010,,,,TRUE,,3
"Agnes, Martyr, c.304 [6] Red",21/01/2010,,,,TRUE,,3
Friday after Second Sunday after Epiphany,22/01/2010,,,,TRUE,,3
Saturday after Second Sunday after Epiphany,23/01/2010,,,,TRUE,,3
Third Sunday after Epiphany [3] Green,24/01/2010,,,,TRUE,"Eucharist (Third Sunday after Epiphany)
Nehemiah 8:1-3, 5-6, 8-10
Psalm 19
1 Corinthians 12:12-31a
Luke 4:14-21

Daily Prayer (Week C)
Jeremiah 3:21 - 4:2
1 Peter 1:3-12
Luke 4:12-21

Alternative Psalms
Morning: Psalm 33
Evening: Psalm 113",3
"The Conversion of Paul, Apostle [4] White",25/01/2010,,,,TRUE,,3
"Timothy and Titus, Bishops [6] White",26/01/2010,,,,TRUE,,3
"John Chrysostom, Bishop and Teacher of the Faith, 407 [6] White",27/01/2010,,,,TRUE,,3
"Thomas Aquinas, Teacher of the Faith, 1274 [6] White",28/01/2010,,,,TRUE,,3
"Francis de Sales, Bishop, 1622 [6] White (translated from 24 January)",29/01/2010,,,,TRUE,,3
"Charles I, King, 1649 [6] Red",30/01/2010,,,,TRUE,,3
Fourth Sunday after Epiphany [3] Green (Third Sunday before Lent) (SPB Septuagesima - Violet),31/01/2010,,,,TRUE,"Eucharist (Fourth Sunday after Epiphany)
Jeremiah 1:4-10
Psalm 71:1-6
1 Corinthians 13:1-13
Luke 4:21-30

Daily Prayer (Week D)
1 Samuel 3:1-20
1 Corinthians 14:12-20
Matthew 13:10-17

Alternative Psalms
Morning: Psalm 34
Evening: Psalm 71:1-6, 15-17",3
"Bride of Kildare, Abbess, c.525 [6] White",01/02/2010,,,,TRUE,"Evening Prayer for the eve of The Presentation of the Lord (Festivals)
1 Samuel 2:1-10
John 8:31-36",3
THE PRESENTATION OF THE LORD [2] White,02/02/2010,,,,TRUE,"Eucharist (The Presentation of the Lord)
Malachi 3:1-4
Psalm 84 or Psalm 24:7-10
Hebrews 2:14-18
Luke 2:22-40

Morning Prayer (Festivals)
1 Samuel 2:1-10
John 8:31-36

Evening Prayer (Festivals)
Haggai 2:1-9
1 John 3:1-8",3
Saints and Martyrs of Europe [6] Red,03/02/2010,,,,TRUE,,3
"Charles Mackenzie of Central Africa, Bishop, Missionary, Martyr, 1862 [6] Red (translated from 31 January)",04/02/2010,,,,TRUE,,3
Friday after Fourth Sunday after Epiphany,05/02/2010,,,,TRUE,,3
"Paul Miki, Priest, and the Martyrs of Japan, 1597 [6] Red",06/02/2010,,,,TRUE,,3
Fifth Sunday after Epiphany [3] Green (Second Sunday before Lent) (SPB Sexagesima - Violet),07/02/2010,,,,TRUE,"Eucharist (Fifth Sunday after Epiphany)
Isaiah 6:1-8, (9-13)
Psalm 138
1 Corinthians 15:1-11
Luke 5:1-11

Daily Prayer (Week A)
Numbers 13:1-2, 27-33
Philippians 2:12-28
Luke 5:1-11

Alternative Psalms
Morning: Psalm 1 and Psalm 3
Evening: Psalm 4",3
Monday after Fifth Sunday after Epiphany,08/02/2010,,,,TRUE,,3
Tuesday after Fifth Sunday after Epiphany,09/02/2010,,,,TRUE,,3
"Scholastica, Religious, 543 [6] White",10/02/2010,,,,TRUE,,3
Thursday after Fifth Sunday after Epiphany,11/02/2010,,,,TRUE,,3
Friday after Fifth Sunday after Epiphany,12/02/2010,,,,TRUE,,3
Saturday after Fifth Sunday after Epiphany,13/02/2010,,,,TRUE,,3
Sunday before Lent (Transfiguration) [3] Green (SPB Quinquagesima - Violet),14/02/2010,,,,TRUE,"Eucharist (Sunday before Lent: Transfiguration)
Exodus 34:29-35
Psalm 99
2 Corinthians 3:12 - 4:2
Luke 9:28-36, (37-43)

Daily Prayer (Proper 6)
Numbers 22:1 - 23:12
Philippians 3:17-21
Luke 6:17-26

Alternative Psalms
Morning: Psalm 13
Evening: Psalm 6",3
"Thomas Bray, Priest and Missionary, 1730 [6] White",15/02/2010,,,,TRUE,,3
"Cyril, Monk, 869, and Methodius, Bishop, 885, 'Apostles of the Slavs' [6] White (translated from 14 February)",16/02/2010,,,,TRUE,,3
Ash Wednesday [1] Violet or Lenten Array,17/02/2010,,,,TRUE,"Eucharist (Ash Wednesday)
Joel 2:1-2, 12-17 or Isaiah 58:1-12
Psalm 51:1-17
2 Corinthians 5:20b - 6:10
Matthew 6:1-6, 16-21

Daily Prayer (Returning to God)
Amos 5:6-15
Hebrews 12:1-14
Luke 18:28-38",3
"Colman of Lindisfarne, Bishop, 767 [6] White",18/02/2010,,,,TRUE,,3
"Martin Luther, 1545 [6] White",19/02/2010,,,,TRUE,,3
"Finan of Lindisfarne, Bishop, 661 [6] White (translated from 17 February)",20/02/2010,,,,TRUE,,3
First Sunday of Lent [1] Violet or Lenten Array,21/02/2010,,,,TRUE,"Eucharist (First Sunday of Lent)
Deuteronomy 26:1-11
Psalm 91:1-2, 9-16
Romans 10:8b-13
Luke 4:1-13

Daily Prayer (Returning to God)
Genesis 2:15-17; 3:1-7
Romans 10:8b-13
Luke 13:31-35

Alternative Psalms
Morning: Psalm 50:1-15
Evening: Psalm 119:17-32",3
Monday after First Sunday of Lent,22/02/2010,,,,TRUE,,3
"Polycarp of Smyrna, Bishop and Martyr, 156 [6] Red",23/02/2010,,,,TRUE,,3
Wednesday after First Sunday of Lent,24/02/2010,,,,TRUE,,3
Thursday after First Sunday of Lent,25/02/2010,,,,TRUE,,3
Friday after First Sunday of Lent,26/02/2010,,,,TRUE,,3
Saturday after First Sunday of Lent,27/02/2010,,,,TRUE,,3
Second Sunday of Lent [1] Violet or Lenten Array,28/02/2010,,,,TRUE,"Eucharist (Second Sunday of Lent)
Genesis 15:1012, 17-18
Psalm 27
Philippians 3:17 - 4:1
Luke 13:31-35 or Luke 9:28-36

Daily Prayer (Returning to God)
Genesis 12:1-9
Hebrews 11:1-3, 8-16
Matthew 8:1-13

Alternative Psalms
Morning: Psalm 135:1-14
Evening: Psalm 74",3
"David, Bishop, Patron of Wales, c.544 [6] White",01/03/2010,,,,TRUE,,3
"Chad of Lichfield, Bishop, 672 [6] White",02/03/2010,,,,TRUE,,3
"John and Charles Wesley, Priests, 1791 and 1788 [6] White",03/03/2010,,,,TRUE,,3
"Adrian of May Island, Abbot, and Companions, Martyrs, 875 [6] Red",04/03/2010,,,,TRUE,,3
Friday after Second Sunday of Lent,05/03/2010,,,,TRUE,,3
"Baldred, Bishop, 608 [6] White",06/03/2010,,,,TRUE,,3
Third Sunday of Lent [1] Violet or Lenten Array,07/03/2010,,,,TRUE,"Eucharist (Third Sunday of Lent)
Isaiah 55:1-9
Psalm 63:1-8
1 Corinthians 10:1-13
Luke 13:1-9

Daily Prayer (Returning to God)
Exodus 5:1 - 6:1
Philippians 3:4b-14
Matthew 10:16-22

Alternative Psalms
Morning: Psalm 40
Evening: Psalm 11 and Psalm 12",3
"Duthac, Bishop, 1068 [6] White",08/03/2010,,,,TRUE,,3
"Perpetua and her Companions, Martyrs, 203 [6] Red (translated from 8 March)",09/03/2010,,,,TRUE,,3
"Kessog, Bishop, c.700 [6] Red",10/03/2010,,,,TRUE,,3
"Thursday after Third Sunday of Lent (Ordination of the Bishop of St Andrews, 2005)",11/03/2010,,,,TRUE,,3
Friday after Third Sunday of Lent,12/03/2010,,,,TRUE,,3
Saturday after Third Sunday of Lent,13/03/2010,,,,TRUE,,3
Fourth Sunday of Lent [1] Violet or Lenten Array,14/03/2010,,,,TRUE,"Eucharist (Fourth Sunday of Lent)
Joshua 5:9-12
Psalm 32
2 Corinthians 5:16-21
Luke 15:1-3, 11b-32

Daily Prayer (Returning to God)
Exodus 6:2-13
Romans 5:1-11
John 12:1-8

Alternative Psalms
Morning: Psalm 31:1-8, (9-16)
Evening: Psalm 13 and Psalm 14",3
Monday after Fourth Sunday of Lent,15/03/2010,,,,TRUE,,3
"Boniface of Ross, Bishop, 8th century [6] White",16/03/2010,,,,TRUE,,3
"Patrick, Bishop, Patron of Ireland, 461 [4] White",17/03/2010,,,,TRUE,,3
"Cyril of Jerusalem, Bishop and Teacher of the Faith, 386 [6] White",18/03/2010,,,,TRUE,,3
Joseph of Nazareth [4] White,19/03/2010,,,,TRUE,,3
"Cuthbert, Bishop, 687 [6] White",20/03/2010,,,,TRUE,,3
Fifth Sunday of Lent [1] Violet or Lenten Array,21/03/2010,,,,TRUE,"Eucharist (Fifth Sunday of Lent)
Isaiah 43:16-21
Psalm 126
Philippians 3:4b-14
John 12:1-8

Daily Prayer (The Suffering Christ)
Exodus 7:8-24
Romans 5:12-21
Luke 22:1-13

Alternative Psalms
Morning: Psalm 30
Evening: Psalm 34",3
"Thomas Ken, Bishop, 1711 [6] White",22/03/2010,,,,TRUE,,3
"Thomas Cranmer, Bishop, 1556 [6] Red (translated from 21 March)",23/03/2010,,,,TRUE,,3
"Paul Couturier, Priest, 1953 [6] White",24/03/2010,,,,TRUE,"Evening Prayer for the eve of The Annunciation of the Lord
Genesis 3:1-15
Romans 5:12-21 or Galatians 4:1-7",3
THE ANNUNCIATION OF THE LORD [2] White,25/03/2010,,,,TRUE,"Eucharist (The Annunciation of the Lord)
Isaiah 7:10-14
Psalm 40:5-10 or Psalm 45
Hebrews 10:4-10
Luke 1:26-38

Morning Prayer (Festivals)
Isaiah 52:7-12
Hebrews 2:5-10

Evening Prayer (Festivals)
Wisdom of Solomon 9:1-12
John 1:9-14",3
Friday after Fifth Sunday of Lent,26/03/2010,,,,TRUE,,3
Saturday after Fifth Sunday of Lent,27/03/2010,,,,TRUE,,3
The Sunday of the Passion (Palm Sunday) [1] Red or Violet,28/03/2010,,,,TRUE,"Eucharist (The Sunday of the Passion: Palm Sunday)

Liturgy of the Palms
Luke 19:28-40
Psalm 118:1-2, 19-29

Liturgy of the Passion
Isaiah 50:4-9a
Psalm 31:9-16
Philippians 2:5-11
Luke 22:14 - 23:56 or Luke 23:1-49

Morning Prayer (The Suffering Christ)
Zechariah 9:9-12
1 Timothy 6:12-16

Evening Prayer (The Suffering Christ)
Zechariah 12:9-11; 13:1, 7-9
Luke 19:41-48",3
Monday of Holy Week [1] Red or Violet,29/03/2010,,,,TRUE,"Daily Eucharist (Monday of Holy Week)
Isaiah 42:1-9
Psalm 36:5-11
Hebrews 9:11-15
John 12:1-11

Daily Prayer (The Suffering Christ)
Jeremiah 12:1-16
Philippians 3:1-14
John 12:9-19",3
Tuesday of Holy Week [1] Red or Violet,30/03/2010,,,,TRUE,"Daily Eucharist (Tuesday of Holy Week)
Isaiah 49:1-7
Psalm 71:1-14
1 Corinthians 1:18-31
John 12:20-36

Daily Prayer (The Suffering Christ)
Jeremiah 15:10-21
Philippians 3:15-21
John 12:20-26",3
Wednesday of Holy Week [1] Red or Violet,31/03/2010,,,,TRUE,"Daily Eucharist (Wednesday of Holy Week)
Isaiah 50:4-9a
Psalm 70
Hebrews 12:1-3
John 13:21-32

Daily Prayer (The Suffering Christ)
Jeremiah 17:5-10, 14-17
Philippians 4:1-13
John 12:27-36",3
Maundy Thursday [1] White at the Eucharist,01/04/2010,,,,TRUE,"Eucharist (Maundy Thursday - A, B, C)
Exodus 12:1-4, (5-10), 11-14
Psalm 116:1-2, 12-19
1 Corinthians 11:23-26
John 13:1-17, 31b-35

Daily Prayer (The Suffering Christ)
Lamentations 2:10-18
1 Corinthians 10:14-17; 11:27-32
Mark 14:12-25",3
Good Friday [1] Red for the Liturgy; Hangings removed,02/04/2010,,,,TRUE,"GOOD FRIDAY [1] A,B,C
Isaiah 52: 13 - 53:12
Psalm 22
Hebrews 10:16-25 or Hebrews 4:14-16; 5:7-9
John 18:1 - 19:42

Morning Prayer (The Suffering Christ)
Lamentations 3:1-9, 19-33
1 Peter 1:10-20
John 13:36-38

Evening Prayer (The Suffering Christ)
Lamentations 3:1-9, 19-33
1 Peter 1:10-20
John 19:38-42",3
Holy Saturday (Easter Eve) [1] Hangings removed; White at the Easter Vigil,03/04/2010,,,,TRUE,"HOLY SATURDAY [1]
At services other than the Easter Vigil: 
Job 14.1-14 or Lam 3.1-9,19-24 
Psalm 31.1-4,15-16
1 Peter 4.1-8
Matthew 27.57-66 or John 19.38-42

Morning Prayer (The Suffering Christ)
Lamentations 3:37-58
Hebrews 4:1-16

Evening Prayer (The Suffering Christ)
Lamentations 3:37-58
Romans 8:1-11

EASTER VIGIL [1]
A minumum of three Old Testament readings (with their psalm or canticle) should be chosen.  The reading from Exodus 14 should always be used.

Genesis 1.1-2.4a
Genesis 7.1-5,11-18;8.6-18;9.8-13
Genesis 22.1-18
Exodus 14.10-31;15.20-21
Isaiah 55.1-11
Baruch 3.9-15,32-4.4 or Proverbs 8.1-8,19-21;9.4b-6
Ezekiel 36.24-28
Ezekiel 37.1-14
Zephaniah 3.14-20
Psalm 136.1-9,23-26
Psalm 46
Psalm 16
Canticle: Exodus 15.1b-13,17-18
Canticle: Isaiah 12.2-6
Psalm 19
Psalms 42,43
Psalm 143
Psalm 98

New Testament Reading: Romans 6.3-11
Gradual Psalm: 114
Gospel: Luke 24:1-12",3
EASTER DAY [1] White,04/04/2010,,,,TRUE,"Eucharist (Easter)
Acts 10:34-43 or Isaiah 65:17-25
Psalm 118:1-2, 14-24
1 Corinthians 15:19-26 or Acts 10:34-43
John 20:1-8 or Luke 24:1-12

The following readings are for occasions when the main (eucharistic) Easter service must be late in the day. They are not intended for Evening Prayer on Easter Day.

Isaiah 25:6-9
Psalm 114
1 Corinthians 5:6b-8
Luke 24:13-49

Daily Prayer (New Life, The Lord)
Ezekiel 37:1-14
1 Corinthians 15:1-11
Luke 24:13-35

Alternative Psalms
Morning: Psalm 114 and Psalm 117
Evening: Psalm 66",3
Monday of Easter week,05/04/2010,,,,TRUE,,3
Tuesday of Easter week,06/04/2010,,,,TRUE,,3
Wednesday of Easter week,07/04/2010,,,,TRUE,,3
Thursday of Easter week,08/04/2010,,,,TRUE,,3
"Friday of Easter week (Dietrich Bonhoeffer, Theologian and Martyr, 1945 [6] Red)",09/04/2010,,,,TRUE,,3
"Saturday of Easter week (William Law, Priest, 1761 [6] White)",10/04/2010,,,,TRUE,,3
Second Sunday of Easter [1] White; SPB First Sunday after Easter,11/04/2010,,,,TRUE,"Eucharist (Second Sunday of Easter)
Acts 5:27-32
Psalm 118:14-29 or Psalm 150
Revelation 1:4-8
John 20:19-31

Daily Prayer (New Life: The Lord)
Isaiah 26:1-9, 19
Romans 4:13-25
Luke 24:1-12

Alternative Psalms
Morning: Psalm 30:1-5
Evening: Psalm 143:1-11",3
"William Forbes, Bishop, 1634 [6] White",12/04/2010,,,,TRUE,,3
"George Augustus Selwyn, Bishop and Missionary, 1878 [6] White (translated from 11 April)",13/04/2010,,,,TRUE,,3
Wednesday after Second Sunday of Easter,14/04/2010,,,,TRUE,,3
Thursday after Second Sunday of Easter,15/04/2010,,,,TRUE,,3
"Magnus of Orkney, Martyr, c.1116 [6] Red",16/04/2010,,,,TRUE,,3
"Donnan, Abbot and Companions, Martyrs, c.617 [6] Red",17/04/2010,,,,TRUE,,3
Third Sunday of Easter,18/04/2010,,,,TRUE,"Eucharist (Third Sunday of Easter)
Acts 9:1-6, (7-20)
Psalm 30
Revelation 5:11-14
John 21:1-19

Daily Prayer (New Life: The Lord)
Deuteronomy 7:7-13
Revelation 2:1-11
Luke 16:19-31

Alternative Psalms
Morning: Psalm 48
Evening: Psalm 142",3
Monday after Third Sunday of Easter,19/04/2010,,,,TRUE,,3
"Maelrubha of Applecross, Abbot, 722 [6] White",20/04/2010,,,,TRUE,,3
"Anselm of Canterbury, Bishop and Teacher of the Faith, 1109 [6] White",21/04/2010,,,,TRUE,,3
Thursday after Third Sunday of Easter,22/04/2010,,,,TRUE,,3
"George, Patron of England, Martyr, c.303 [6] Red",23/04/2010,,,,TRUE,,3
Saturday after Third Sunday of Easter,24/04/2010,,,,TRUE,,3
Fourth Sunday of Easter [1] White; SPB Third Sunday after Easter,25/04/2010,,,,TRUE,"Eucharist (Fourth Sunday of Easter)
Acts 9:36-43
Psalm 23
Revelation 7:9-17
John 10:22-30

Daily Prayer (New Life: The Lord)
Exodus 16:4-15
Revelation 2:12-17
John 6:30-40

Alternative Psalms
Morning: Psalm 29:1-10
Evening: Psalm 81:8-16",3
"Mark, Evangelist [4] Red",26/04/2010,,,,TRUE,,3
"Albert Ernest Laurie, Priest, 1937 [6] White (translated from 26 April)",27/04/2010,,,,TRUE,,3
Wednesday after Fourth Sunday of Easter,28/04/2010,,,,TRUE,,3
"Catherine of Siena, Mystic and Teacher of the Faith, 1380 [6] White",29/04/2010,,,,TRUE,,3
Friday after Fourth Sunday of Easter,30/04/2010,,,,TRUE,,3
"Philip and James, Apostles [4] Red",01/05/2010,,,,TRUE,,3
Fifth Sunday of Easter [1] White; SPB Fourth Sunday after Easter,02/05/2010,,,,TRUE,"Eucharist (Fifth Sunday of Easter)
Acts 11:1-18
Psalm 148
Revelation 21:1-6
John 13:31-35

Daily Prayer (New Life: The Lord)
Isaiah 60:1-14
Revelation 3:1-13
Mark 16:9-16

Alternative Psalms
Morning: 147:1-11
Evening: Psalm 96",3
"Athenasius, Bishop and Teacher of the Faith, 373 [6] White (translated from 2 May)",03/05/2010,,,,TRUE,,3
Tuesday after Fifth Sunday of Easter,04/05/2010,,,,TRUE,,3
Wednesday after Fifth Sunday of Easter,05/05/2010,,,,TRUE,,3
Thursday after Fifth Sunday of Easter,06/05/2010,,,,TRUE,,3
Friday after Fifth Sunday of Easter,07/05/2010,,,,TRUE,,3
"Julian of Norwich, c.1413 [6] White",08/05/2010,,,,TRUE,,3
Sixth Sunday of Easter [1] White; SPB Fifth Sunday after Easter,09/05/2010,,,,TRUE,"Eucharist (Sixth Sunday of Easter)
Acts 16:9-15
Psalm 67
Revelation 21:10, 22 - 22:5
John 14:23-29 or John 5:1-9

Daily Eucharist (New Life: The Lord)
Song of Songs 4:16 - 5:2; 8:6-7
Revelation 3:14-22
Luke 22:24-30

Alternative Psalms
Morning: Psalm 87 or Psalm 36:5-10
Evening: Psalm 45",3
Monday after Sixth Sunday of Easter,10/05/2010,,,,TRUE,,3
Tuesday after Sixth Sunday of Easter,11/05/2010,,,,TRUE,,3
"Thomas Rattray, Bishop, 1743 [6] White",12/05/2010,,,,TRUE,,3
ASCENSION DAY [1] White,13/05/2010,,,,TRUE,"ASCENSION DAY [1] A,B,C
Acts 1:1-11
Psalm 47 or Psalm 93
Ephesians 1:15-23
Luke 24:44-53

Daily Prayer: Festivals
Daniel 7:9-14
Hebrews 2:5-18
Matthew 28:16-20",3
"Matthias, Apostle [4] Red",14/05/2010,,,,TRUE,,3
Saturday after Sixth Sunday of Easter,15/05/2010,,,,TRUE,,3
Seventh Sunday of Easter [1] White; SPB Sunday after Ascension Day,16/05/2010,,,,TRUE,"Eucharist (Seventh Sunday of Easter)
Acts 16:16-34
Psalm 97
Revelation 22:12-14, 16-17, 20-21
John 17:20-26

Daily Prayer (New Life: The Spirit)
Isaiah 61:1-11
Ephesians 4:7-16
Luke 4:14-21

Alternative Psalms
Morning: Psalm 47
Evening: Psalm 147:1-11",3
Monday after Seventh Sunday of Easter,17/05/2010,,,,TRUE,,3
Tuesday after Seventh Sunday of Easter,18/05/2010,,,,TRUE,,3
Wednesday after Seventh Sunday of Easter,19/05/2010,,,,TRUE,,3
Thursday after Seventh Sunday of Easter,20/05/2010,,,,TRUE,,3
"Helena, c.330 [6] White",21/05/2010,,,,TRUE,,3
Saturday after Seventh Sunday of Easter,22/05/2010,,,,TRUE,,3
THE DAY OF PENTECOST (Whitsunday) [1] Red,23/05/2010,,,,TRUE,"Eucharist (The Day of Pentecost)
Acts 2:1-21 or Genesis 11:1-9
Psalm 104:24-34, 35b
Romans 8:14-17 or Acts 2:1-21
John 14:8-17, (25-27)

Daily Prayer (New Life: The Spirit)
Ezekiel 36:22-28
Acts 2:22-38
John 20:19-23

Alternative Psalms
Morning: Psalm 67
Evening: Psalm 139:1-12",3
"William of Perth (or Rochester), 1201 [6] White (translated from 23 May)",24/05/2010,,,,TRUE,,3
